,sentence,prefix,suffix,dir,header,ScripCode,dir_status
321,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 392.23% vs -30.87% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 392.23% vs -30.87% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,541450,good
322,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 165.42% vs -1.50% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 165.42% vs -1.50% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,541450,good
323,Interest - QoQ Growth in quarter ended Mar 2023 is 116.86% vs 23.90% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 116.86% vs 23.90% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,541450,bad
324,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,541450,good
325,Net Sales - YoY Growth in quarter ended Mar 2023 is 77.82% vs 48.17% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 77.82% vs 48.17% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,541450,good
326,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 319.01% vs 15.24% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 319.01% vs 15.24% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,541450,good
327,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 132.92% vs 55.27% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 132.92% vs 55.27% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,541450,good
328,Interest - YoY Growth in quarter ended Mar 2023 is 100.60% vs 40.13% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 100.60% vs 40.13% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,541450,bad
329,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,541450,good
330,Net Sales - YoY Growth in quarter ended Dec 2022 is 17.54% vs 8.69% in Dec 2021,Net Sales,YoY Growth in quarter ended Dec 2022 is 17.54% vs 8.69% in Dec 2021,1.0,Quarterly Analysis Highlights - YoY,532921,good
331,Consolidated Net Profit - YoY Growth in quarter ended Dec 2022 is -16.05% vs 0.35% in Dec 2021,Consolidated Net Profit,YoY Growth in quarter ended Dec 2022 is -16.05% vs 0.35% in Dec 2021,-1.0,Quarterly Analysis Highlights - YoY,532921,bad
332,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Dec 2022 is 3.74% vs -3.53% in Dec 2021,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Dec 2022 is 3.74% vs -3.53% in Dec 2021,1.0,Quarterly Analysis Highlights - YoY,532921,good
333,Interest - YoY Growth in quarter ended Dec 2022 is -20.04% vs 9.05% in Dec 2021,Interest,YoY Growth in quarter ended Dec 2022 is -20.04% vs 9.05% in Dec 2021,1.0,Quarterly Analysis Highlights - YoY,532921,good
334,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Dec 2022 has fallen from Dec 2021,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Dec 2022 has fallen from Dec 2021,-1.0,Quarterly Analysis Highlights - YoY,532921,bad
335,Net Sales - QoQ Growth in quarter ended Dec 2022 is -8.15% vs 3.02% in Sep 2022,Net Sales,QoQ Growth in quarter ended Dec 2022 is -8.15% vs 3.02% in Sep 2022,-1.0,Quarterly Analysis Highlights - QoQ,532921,bad
336,Consolidated Net Profit - QoQ Growth in quarter ended Dec 2022 is -21.58% vs 44.83% in Sep 2022,Consolidated Net Profit,QoQ Growth in quarter ended Dec 2022 is -21.58% vs 44.83% in Sep 2022,-1.0,Quarterly Analysis Highlights - QoQ,532921,bad
337,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Dec 2022 is -6.72% vs 38.35% in Sep 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Dec 2022 is -6.72% vs 38.35% in Sep 2022,-1.0,Quarterly Analysis Highlights - QoQ,532921,bad
338,Interest - QoQ Growth in quarter ended Dec 2022 is -7.48% vs -8.28% in Sep 2022,Interest,QoQ Growth in quarter ended Dec 2022 is -7.48% vs -8.28% in Sep 2022,-1.0,Quarterly Analysis Highlights - QoQ,532921,bad
339,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Dec 2022 has improved from Sep 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Dec 2022 has improved from Sep 2022,1.0,Quarterly Analysis Highlights - QoQ,532921,good
340,Net Sales - YoY Growth in quarter ended Mar 2023 is 16.64% vs 22.50% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 16.64% vs 22.50% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,533278,bad
341,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is -17.33% vs 45.92% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is -17.33% vs 45.92% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,533278,bad
342,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is -24.21% vs 41.38% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is -24.21% vs 41.38% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,533278,bad
343,Interest - YoY Growth in quarter ended Mar 2023 is 61.35% vs -22.78% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 61.35% vs -22.78% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,533278,bad
344,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,533278,bad
345,Net Sales - QoQ Growth in quarter ended Mar 2023 is 8.48% vs 17.87% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 8.48% vs 17.87% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,533278,bad
346,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is -28.65% vs 28.33% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is -28.65% vs 28.33% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,533278,bad
347,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -33.60% vs 42.70% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -33.60% vs 42.70% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,533278,bad
348,Interest - QoQ Growth in quarter ended Mar 2023 is -4.31% vs 50.84% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -4.31% vs 50.84% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,533278,good
349,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,533278,bad
350,Net Sales - YoY Growth in quarter ended Mar 2023 is 21.92% vs 118.04% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 21.92% vs 118.04% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,540005,bad
351,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 0.46% vs 103.34% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 0.46% vs 103.34% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,540005,bad
352,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 10.52% vs 102.80% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 10.52% vs 102.80% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,540005,bad
353,Interest - YoY Growth in quarter ended Mar 2023 is 38.85% vs 64.40% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 38.85% vs 64.40% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,540005,good
354,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,540005,bad
355,Net Sales - QoQ Growth in quarter ended Mar 2023 is 0.82% vs 4.77% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 0.82% vs 4.77% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,540005,bad
356,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 11.31% vs -15.82% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 11.31% vs -15.82% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,540005,good
357,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 16.65% vs -15.95% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 16.65% vs -15.95% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,540005,good
358,Interest - QoQ Growth in quarter ended Mar 2023 is 15.04% vs 0.26% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 15.04% vs 0.26% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,540005,bad
359,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,540005,good
360,Net Sales - QoQ Growth in quarter ended Mar 2023 is 8.17% vs -5.64% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 8.17% vs -5.64% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500188,good
361,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 19.81% vs -19.55% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 19.81% vs -19.55% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500188,good
362,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 14.78% vs -15.88% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 14.78% vs -15.88% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500188,good
363,Interest - QoQ Growth in quarter ended Mar 2023 is 183.87% vs 21.57% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 183.87% vs 21.57% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500188,bad
364,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500188,good
365,Net Sales - YoY Growth in quarter ended Mar 2023 is -3.27% vs 26.63% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is -3.27% vs 26.63% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500188,bad
366,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is -11.78% vs 18.02% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is -11.78% vs 18.02% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500188,bad
367,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is -14.25% vs 28.05% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is -14.25% vs 28.05% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500188,bad
368,Interest - YoY Growth in quarter ended Mar 2023 is 166.67% vs -49.62% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 166.67% vs -49.62% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500188,bad
369,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500188,bad
370,Net Sales - QoQ Growth in quarter ended Mar 2023 is 10.30% vs -4.67% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 10.30% vs -4.67% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500470,good
371,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 176.66% vs -246.84% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 176.66% vs -246.84% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500470,good
372,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 78.35% vs -33.21% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 78.35% vs -33.21% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500470,good
373,Interest - QoQ Growth in quarter ended Mar 2023 is 1.45% vs 16.38% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 1.45% vs 16.38% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500470,good
374,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500470,good
375,Net Sales - YoY Growth in quarter ended Mar 2023 is -9.18% vs 38.71% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is -9.18% vs 38.71% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500470,bad
376,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is -82.53% vs 46.84% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is -82.53% vs 46.84% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500470,bad
377,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is -51.97% vs 5.96% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is -51.97% vs 5.96% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500470,bad
378,Interest - YoY Growth in quarter ended Mar 2023 is 63.28% vs -41.14% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 63.28% vs -41.14% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500470,bad
379,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500470,bad
380,Net Sales - YoY Growth in quarter ended Mar 2023 is 7.27% vs 12.15% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 7.27% vs 12.15% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500331,bad
381,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 11.28% vs -16.93% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 11.28% vs -16.93% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500331,good
382,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 14.48% vs -12.96% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 14.48% vs -12.96% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500331,good
383,Interest - YoY Growth in quarter ended Mar 2023 is 26.63% vs 25.67% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 26.63% vs 25.67% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500331,bad
384,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500331,good
385,Net Sales - QoQ Growth in quarter ended Mar 2023 is -10.29% vs -0.45% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -10.29% vs -0.45% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500331,bad
386,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is -6.95% vs -8.50% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is -6.95% vs -8.50% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500331,good
387,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -7.40% vs -0.80% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -7.40% vs -0.80% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500331,bad
388,Interest - QoQ Growth in quarter ended Mar 2023 is -21.54% vs 29.20% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -21.54% vs 29.20% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500331,good
389,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500331,good
390,Net Sales - YoY Growth in quarter ended Mar 2023 is 11.97% vs -7.23% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 11.97% vs -7.23% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532977,good
391,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 11.70% vs -1.62% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 11.70% vs -1.62% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532977,good
392,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 21.79% vs -10.59% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 21.79% vs -10.59% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532977,good
393,Interest - YoY Growth in quarter ended Mar 2023 is 447.57% vs 41.18% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 447.57% vs 41.18% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532977,bad
394,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532977,good
395,Net Sales - QoQ Growth in quarter ended Mar 2023 is -4.18% vs -8.67% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -4.18% vs -8.67% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532977,good
396,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 15.76% vs -14.35% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 15.76% vs -14.35% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532977,good
397,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -5.70% vs 0.44% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -5.70% vs 0.44% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532977,bad
398,Interest - QoQ Growth in quarter ended Mar 2023 is 85.97% vs -22.34% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 85.97% vs -22.34% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532977,bad
399,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532977,bad
400,Net Sales - QoQ Growth in quarter ended Mar 2023 is -0.90% vs -1.46% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -0.90% vs -1.46% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,530965,good
